Id,date,TotalSteps,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalIntensity,avg_hr,max_hr,min_hr,hr_std,hr_range,TotalMinutesAsleep,TotalTimeInBed,sleep_hours,sleep_efficiency,mood_score,productivity_score
1644430081,2016-04-19,11256,3300,5,58,278,1099,385.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.8500635357635815,6.67986111111111
1644430081,2016-04-20,2436,2430,0,0,125,1315,125.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.341730202430249,2.879861111111111
1644430081,2016-04-21,1223,2140,0,0,38,1402,38.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.220896869096915,2.759027777777778
1644430081,2016-04-22,3673,2344,0,0,86,1354,86.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.2875635357635815,2.8256944444444443
1644430081,2016-04-23,6637,2677,0,15,160,1265,190.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.411174646874692,3.782638888888889
1644430081,2016-04-24,3321,2413,0,0,89,1351,89.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.291730202430248,2.829861111111111
1644430081,2016-04-25,3580,2497,8,1,94,1337,120.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.644507980208026,3.3493055555555555
1644430081,2016-04-26,9919,3123,11,41,223,1165,338.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,5.008396869096915,5.977083333333333
1644430081,2016-04-27,3032,2489,0,0,118,1322,118.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.332007980208026,2.870138888888889
1644430081,2016-04-28,9405,3108,3,53,227,1157,342.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.686174646874692,6.210416666666667
1644430081,2016-04-29,3176,2498,0,0,120,1193,120.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,119.0,127.0,1.9833333333333334,0.937007874015748,2.215960616657339,1.0868055555555554
1644430081,2016-04-30,18213,3846,9,71,402,816,571.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,124.0,142.0,2.066666666666667,0.8732394366197183,3.0872616237057535,6.086111111111111
1644430081,2016-05-01,6132,2696,3,24,146,908,203.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,5.032007980208027,4.94513888888889
1644430081,2016-05-02,3758,2580,1,7,148,682,142.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,796.0,961.0,13.266666666666667,0.8283038501560874,7.7951038150199015,6.472222222222222
1644430081,2016-05-03,12850,3324,10,94,221,1115,436.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,5.036174646874692,8.935416666666665
1644430081,2016-05-04,2309,2222,0,0,52,1388,52.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.240341313541359,2.7784722222222227
1644430081,2016-05-05,4363,2463,6,12,81,1341,123.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.555619091319137,3.8437499999999996
1644430081,2016-05-06,9787,3328,11,6,369,1054,424.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,5.1625635357635815,4.186805555555556
1644430081,2016-05-07,13372,3404,41,17,243,1139,400.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,6.294507980208026,6.346527777777778
1644430081,2016-05-08,6724,2987,0,0,295,991,295.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,137.0,154.0,2.283333333333333,0.8896103896103896,2.5803686878075363,1.479861111111111
1644430081,2016-05-09,6643,3008,32,6,303,1099,411.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,5.9750635357635815,5.290972222222222
1644430081,2016-05-10,9167,2799,12,19,155,1254,229.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.92645242465247,4.686805555555555
1644430081,2016-05-11,1329,1276,0,0,49,713,40.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,5.177841313541359,3.7159722222222227
1844505072,2016-04-12,6697,2030,0,0,339,1101,339.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.63895242465247,3.177083333333334
1844505072,2016-04-13,4929,1860,0,0,248,1192,248.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.512563535763582,3.0506944444444444
1844505072,2016-04-14,7937,2130,0,0,373,843,373.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.9972857579858045,3.5354166666666664
1844505072,2016-04-15,3844,1725,0,0,176,527,176.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,644.0,961.0,10.733333333333333,0.6701352757544224,6.702213018396012,5.293055555555556
1844505072,2016-04-16,3414,1657,0,0,147,1293,147.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.372285757985804,2.9104166666666664
1844505072,2016-04-17,4525,1793,2,8,199,1231,221.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.541730202430249,3.5520833333333335
1844505072,2016-04-18,4597,1814,0,12,217,1211,241.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.486174646874693,3.690972222222222
1844505072,2016-04-19,197,1366,0,0,10,1430,10.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.182007980208025,2.720138888888889
1844505072,2016-04-20,8,1349,0,0,1,1439,1.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.169507980208026,2.707638888888889
1844505072,2016-04-21,8054,2062,2,13,308,1117,340.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.700063535763582,3.9881944444444444
1844505072,2016-04-22,5372,1827,0,0,220,1220,220.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.473674646874692,3.0118055555555556
1844505072,2016-04-23,3570,1645,0,0,139,1301,139.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.361174646874693,2.899305555555556
1844505072,2016-04-27,4,1348,0,0,1,1439,1.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.169507980208026,2.707638888888889
1844505072,2016-04-28,6907,1992,0,0,302,1138,302.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.587563535763581,3.1256944444444446
1844505072,2016-04-29,4920,1856,0,0,247,1082,247.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.665341313541359,3.2034722222222225
1844505072,2016-04-30,4014,1763,0,0,184,218,184.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,722.0,961.0,12.033333333333333,0.7513007284079084,7.781295137716166,6.209722222222222
1844505072,2016-05-01,2573,1541,0,7,75,585,89.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,590.0,961.0,9.833333333333334,0.6139438085327783,6.171715995618814,5.263888888888889
1844505072,2016-05-03,4059,1742,0,0,184,1256,184.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.423674646874693,2.9618055555555554
